word_id,root_id,variant,word,lang,norm,polarity,intensity,semantic_role,domain,freq_rank,flags,pos,arousal,dominance,aoa,concreteness,register,ontological,polysemy,pron,syllables,stress,valency,irony_capable,neologism
4097,1,1,negative,EN,negative,NEGATIVE,MODERATE,EVALUATION,GENERAL,1200,0,,,,,,
4098,1,2,negativo,PT,negativo,NEGATIVE,MODERATE,EVALUATION,GENERAL,980,0,,,,,,
4099,1,3,negativo,ES,negativo,NEGATIVE,MODERATE,EVALUATION,GENERAL,1050,0,,,,,,
4100,1,4,negativo,IT,negativo,NEGATIVE,MODERATE,EVALUATION,GENERAL,1100,0,,,,,,
4101,1,5,negativ,DE,negativ,NEGATIVE,MODERATE,EVALUATION,GENERAL,1300,0,,,,,,
4102,1,6,negação,PT,negacao,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,2400,0,,,,,,
4103,1,7,negation,EN,negation,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,3100,0,,,,,,
4104,1,8,negación,ES,negacion,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,2800,0,,,,,,
4105,1,9,negare,IT,negare,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,3200,0,,,,,,
4106,1,10,negar,PT,negar,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,2600,0,,,,,,
4107,1,11,negate,EN,negate,NEGATIVE,WEAK,NEGATION_MARKER,GENERAL,3500,0,,,,,,
4108,1,12,negativity,EN,negativity,NEGATIVE,MODERATE,EVALUATION,GENERAL,4200,0,,,,,,
4109,1,13,negatividade,PT,negatividade,NEGATIVE,MODERATE,EVALUATION,GENERAL,4500,0,,,,,,
8193,2,1,affirm,EN,affirm,POSITIVE,MODERATE,EVALUATION,GENERAL,3400,0,,,,,,
8194,2,2,affirmar,PT,affirmar,POSITIVE,MODERATE,EVALUATION,GENERAL,3800,0,,,,,,
8195,2,3,affirmative,EN,affirmative,POSITIVE,MODERATE,AFFIRMATION_MARKER,GENERAL,2900,0,,,,,,
8196,2,4,afirmativo,PT,afirmativo,POSITIVE,MODERATE,AFFIRMATION_MARKER,GENERAL,3100,0,,,,,,
8197,2,5,afirmativo,ES,afirmativo,POSITIVE,MODERATE,AFFIRMATION_MARKER,GENERAL,3200,0,,,,,,
8198,2,6,affirmation,EN,affirmation,POSITIVE,WEAK,AFFIRMATION_MARKER,GENERAL,3700,0,,,,,,
8199,2,7,afirmação,PT,afirmacao,POSITIVE,WEAK,AFFIRMATION_MARKER,GENERAL,4000,0,,,,,,
12289,3,1,bom,PT,bom,POSITIVE,MODERATE,EVALUATION,GENERAL,45,0,,,,,,
12290,3,2,bueno,ES,bueno,POSITIVE,MODERATE,EVALUATION,GENERAL,48,0,,,,,,
12291,3,3,buono,IT,buono,POSITIVE,MODERATE,EVALUATION,GENERAL,52,0,,,,,,
12292,3,4,bon,FR,bon,POSITIVE,MODERATE,EVALUATION,GENERAL,55,0,,,,,,
12293,3,5,bonus,EN,bonus,POSITIVE,MODERATE,EVALUATION,FINANCIAL,890,0,,,,,,
12294,3,6,bonito,PT,bonito,POSITIVE,MODERATE,EVALUATION,GENERAL,320,0,,,,,,
12295,3,7,bonito,ES,bonito,POSITIVE,MODERATE,EVALUATION,GENERAL,340,0,,,,,,
12296,3,8,bonté,FR,bonte,POSITIVE,WEAK,EVALUATION,GENERAL,1800,0,,,,,,
16385,4,1,bad,EN,bad,NEGATIVE,MODERATE,EVALUATION,GENERAL,55,0,,,,,,
16386,4,2,mau,PT,mau,NEGATIVE,MODERATE,EVALUATION,GENERAL,60,0,,,,,,
16387,4,3,mal,ES,mal,NEGATIVE,MODERATE,EVALUATION,GENERAL,62,0,,,,,,
16388,4,4,malo,ES,malo,NEGATIVE,MODERATE,EVALUATION,GENERAL,58,0,,,,,,
16389,4,5,male,IT,male,NEGATIVE,MODERATE,EVALUATION,GENERAL,65,0,,,,,,
16390,4,6,malevolent,EN,malevolent,NEGATIVE,STRONG,EVALUATION,GENERAL,2800,0,,,,,,
16391,4,7,malévolo,PT,malevolo,NEGATIVE,STRONG,EVALUATION,GENERAL,3100,0,,,,,,
16392,4,8,malicious,EN,malicious,NEGATIVE,STRONG,EVALUATION,GENERAL,1900,0,,,,,,
16393,4,9,malícia,PT,malicia,NEGATIVE,STRONG,EVALUATION,GENERAL,2200,0,,,,,,
16394,4,10,malice,EN,malice,NEGATIVE,STRONG,EVALUATION,LEGAL,2500,0,,,,,,
20481,5,1,strong,EN,strong,POSITIVE,STRONG,EVALUATION,GENERAL,180,0,,,,,,
20482,5,2,forte,PT,forte,POSITIVE,STRONG,EVALUATION,GENERAL,170,0,,,,,,
20483,5,3,fuerte,ES,fuerte,POSITIVE,STRONG,EVALUATION,GENERAL,175,0,,,,,,
20484,5,4,forte,IT,forte,POSITIVE,STRONG,EVALUATION,GENERAL,180,0,,,,,,
20485,5,5,stark,DE,stark,POSITIVE,STRONG,EVALUATION,GENERAL,190,0,,,,,,
20486,5,6,fortitude,EN,fortitude,POSITIVE,STRONG,EVALUATION,GENERAL,3200,0,,,,,,
20487,5,7,fortalecer,PT,fortalecer,POSITIVE,MODERATE,EVALUATION,GENERAL,2800,0,,,,,,
24577,6,1,free,EN,free,POSITIVE,MODERATE,EVALUATION,GENERAL,120,0,,,,,,
24578,6,2,livre,PT,livre,POSITIVE,MODERATE,EVALUATION,GENERAL,130,0,,,,,,
24579,6,3,libre,ES,libre,POSITIVE,MODERATE,EVALUATION,GENERAL,135,0,,,,,,
24580,6,4,libero,IT,libero,POSITIVE,MODERATE,EVALUATION,GENERAL,140,0,,,,,,
24581,6,5,frei,DE,frei,POSITIVE,MODERATE,EVALUATION,GENERAL,145,0,,,,,,
24582,6,6,freedom,EN,freedom,POSITIVE,STRONG,EVALUATION,POLITICAL,280,0,,,,,,
24583,6,7,liberdade,PT,liberdade,POSITIVE,STRONG,EVALUATION,POLITICAL,290,0,,,,,,
24584,6,8,libertad,ES,libertad,POSITIVE,STRONG,EVALUATION,POLITICAL,300,0,,,,,,
24585,6,9,liberate,EN,liberate,POSITIVE,MODERATE,EVALUATION,POLITICAL,2200,0,,,,,,
24586,6,10,libertar,PT,libertar,POSITIVE,MODERATE,EVALUATION,POLITICAL,2400,0,,,,,,
28673,7,1,amor,PT,amor,POSITIVE,STRONG,EMOTION,GENERAL,75,0,,,,,,
28674,7,2,amor,ES,amor,POSITIVE,STRONG,EMOTION,GENERAL,78,0,,,,,,
28675,7,3,amore,IT,amore,POSITIVE,STRONG,EMOTION,GENERAL,80,0,,,,,,
28676,7,4,amour,FR,amour,POSITIVE,STRONG,EMOTION,GENERAL,82,0,,,,,,
28677,7,5,amar,PT,amar,POSITIVE,STRONG,EMOTION,GENERAL,410,0,,,,,,
28678,7,6,amado,PT,amado,POSITIVE,MODERATE,EMOTION,GENERAL,850,0,,,,,,
28679,7,7,amável,PT,amavel,POSITIVE,MODERATE,EVALUATION,GENERAL,1200,0,,,,,,
28680,7,8,amiable,EN,amiable,POSITIVE,MODERATE,EVALUATION,GENERAL,2800,0,,,,,,
32769,8,1,sad,EN,sad,NEGATIVE,MODERATE,EMOTION,GENERAL,350,0,,,,,,
32770,8,2,triste,PT,triste,NEGATIVE,MODERATE,EMOTION,GENERAL,340,0,,,,,,
32771,8,3,triste,ES,triste,NEGATIVE,MODERATE,EMOTION,GENERAL,345,0,,,,,,
32772,8,4,triste,IT,triste,NEGATIVE,MODERATE,EMOTION,GENERAL,350,0,,,,,,
32773,8,5,traurig,DE,traurig,NEGATIVE,MODERATE,EMOTION,GENERAL,380,0,,,,,,
32774,8,6,tristeza,PT,tristeza,NEGATIVE,MODERATE,EMOTION,GENERAL,780,0,,,,,,
32775,8,7,sadness,EN,sadness,NEGATIVE,MODERATE,EMOTION,GENERAL,820,0,,,,,,
32776,8,8,tristesse,FR,tristesse,NEGATIVE,MODERATE,EMOTION,GENERAL,850,0,,,,,,
